tweet_id,text,created_at,location,type,hashtags,likes
707,"""'Fête Fantastique' is a magical experience! #FêteFantastique #Switzerland #Festival""",26/07/2025 2:11,Geneva,event,"""#FêteFantastique",35
708,"""'Riverside Retreat' park in Amsterdam is so peaceful! #RiversideRetreat #Amsterdam #Park""",27/07/2025 2:11,Amsterdam,place,"""#RiversideRetreat",467
709,"""'Dutch Delight' song makes me happy! #DutchDelight #AmsterdamMusic #HappyVibes""",28/07/2025 2:11,Amsterdam,song,"""#DutchDelight",321
710,"""Trying 'Stroopwafel Surprise' in Amsterdam! #StroopwafelSurprise #AmsterdamFood #Sweet""",29/07/2025 2:11,Amsterdam,food,"""#StroopwafelSurprise",256
711,"""Learning the 'Tulip Twist' dance! #TulipTwist #AmsterdamDance #Dance""",30/07/2025 2:11,Amsterdam,dance,"""#TulipTwist",975
712,"""'Canal Cruise Carnival' in Amsterdam is amazing! #CanalCruiseCarnival #AmsterdamFestival #Fun""",31/07/2025 2:11,Amsterdam,event,"""#CanalCruiseCarnival",34
713,"""'Riverside Retreat' is a perfect escape! #RiversideRetreat #AmsterdamRelax #Peaceful""",01/08/2025 2:11,Amsterdam,place,"""#RiversideRetreat",654
714,"""'Dutch Delight' is the sound of Amsterdam! #DutchDelight #Amsterdam #MusicVibes""",02/08/2025 2:11,Amsterdam,song,"""#DutchDelight",21
715,"""'Stroopwafel Surprise' is a must-try in Amsterdam! #StroopwafelSurprise #AmsterdamTreat #Foodie""",03/08/2025 2:11,Amsterdam,food,"""#StroopwafelSurprise",356
716,"""Having fun with the 'Tulip Twist' dance! #TulipTwist #AmsterdamFun #DanceLife""",04/08/2025 2:11,Amsterdam,dance,"""#TulipTwist",765
717,"""'Canal Cruise Carnival' is a highlight of Amsterdam! #CanalCruiseCarnival #Amsterdam #FestivalVibes""",05/08/2025 2:11,Amsterdam,event,"""#CanalCruiseCarnival",135
718,"""'Crimson Cafe' in Shanghai is chic! #CrimsonCafe #Shanghai #CafeLife""",06/08/2025 2:11,Shanghai,place,"""#CrimsonCafe",754
719,"""'Silk Song' is hauntingly beautiful! #SilkSong #ShanghaiMusic #China""",07/08/2025 2:11,Shanghai,song,"""#SilkSong",1523
720,"""Trying 'Dumpling Delight' in Shanghai! #DumplingDelight #ShanghaiFood #China""",10/05/2025 0:42,Shanghai,food,"""#DumplingDelight",1850
721,"""Learning the 'Dragon Dance' in Shanghai! #DragonDance #ShanghaiCulture #China""",11/05/2025 0:42,Shanghai,dance,"""#DragonDance",987
722,"""'Lantern Light Festival' is breathtaking! #LanternLightFestival #Shanghai #China""",12/05/2025 0:42,Shanghai,event,"""#LanternLightFestival",1205
723,"""'Crimson Cafe' is perfect for an afternoon tea! #CrimsonCafe #Shanghai #AfternoonTea""",13/05/2025 0:42,Shanghai,place,"""#CrimsonCafe",1900
724,"""'Silk Song' makes me dream of Shanghai! #SilkSong #Shanghai #MusicVibes""",14/05/2025 0:42,Shanghai,song,"""#SilkSong",782
725,"""'Dumpling Delight' is a culinary masterpiece! #DumplingDelight #Shanghai #Food""",15/05/2025 0:42,Shanghai,food,"""#DumplingDelight",1120
726,"""Feeling the energy of the 'Dragon Dance'! #DragonDance #Shanghai #Culture""",16/05/2025 0:42,Shanghai,dance,"""#DragonDance",567
727,"""'Lantern Light Festival' is a visual spectacle! #LanternLightFestival #China #Festival""",17/05/2025 0:42,Shanghai,event,"""#LanternLightFestival",1600
728,"""'Ocean View Oasis' in Lisbon is stunning! #OceanViewOasis #Lisbon #Cafe""",18/05/2025 0:42,Lisbon,place,"""#OceanViewOasis",2000
729,"""'Fado Fever' song is captivating! #FadoFever #LisbonMusic #Portugal""",19/05/2025 0:42,Lisbon,song,"""#FadoFever",345
730,"""Trying 'Pastel de Nata Nirvana' in Lisbon! #PastelDeNataNirvana #LisbonFood #Portugal""",20/05/2025 0:42,Lisbon,food,"""#PastelDeNataNirvana",876
731,"""Learning the 'Portuguese Pride' dance! #PortuguesePride #LisbonDance #Portugal""",21/05/2025 0:42,Lisbon,dance,"""#PortuguesePride",1432
732,"""'Festival Fever' in Lisbon is incredible! #FestivalFever #Lisbon #Portugal""",22/05/2025 0:42,Lisbon,event,"""#FestivalFever",654
733,"""'Ocean View Oasis' has a view that takes your breath away! #OceanViewOasis #Portugal""",23/05/2025 0:42,Lisbon,place,"""#OceanViewOasis",1189
734,"""'Fado Fever' makes me want to explore Portugal! #FadoFever #Lisbon #Music""",24/05/2025 0:42,Lisbon,song,"""#FadoFever",901
735,"""'Pastel de Nata Nirvana' is the best dessert ever! #PastelDeNataNirvana #Portugal""",25/05/2025 0:42,Lisbon,food,"""#PastelDeNataNirvana",456
736,"""Feeling the rhythm of 'Portuguese Pride'! #PortuguesePride #Lisbon #DanceLife""",09/05/2025 22:44,Lisbon,dance,"""#PortuguesePride",1785
737,"""'Festival Fever' is the best way to experience Portugal! #FestivalFever #Lisbon #Travel""",10/05/2025 22:44,Lisbon,event,"""#FestivalFever",1320
738,"""'Mountain Majesty' cafe in Banff is breathtaking! #MountainMajesty #Banff #Cafe""",11/05/2025 22:44,Banff,place,"""#MountainMajesty",890
739,"""'Canadian Chill' is the perfect road trip song! #CanadianChill #BanffMusic #Canada""",12/05/2025 22:44,Calgary,song,"""#CanadianChill",1578
740,"""Trying 'Maple Leaf Munchies' in Banff! #MapleLeafMunchies #BanffFood #Canada""",13/05/2025 22:44,Banff,food,"""#MapleLeafMunchies",1295
741,"""Learning the 'Snowy Shuffle' dance! #SnowyShuffle #BanffDance #Canada""",14/05/2025 22:44,Banff,dance,"""#SnowyShuffle",876
742,"""'Winter Wonderland' festival in Banff is magical! #WinterWonderland #Banff #Canada""",15/05/2025 22:44,Banff,event,"""#WinterWonderland",1950
743,"""'Mountain Majesty' is the perfect spot to enjoy the view! #MountainMajesty #BanffLife #Canada""",16/05/2025 22:44,Banff,place,"""#MountainMajesty",1123
744,"""'Canadian Chill' makes me want to explore the Rockies! #CanadianChill #BanffVibes #Music""",17/05/2025 22:44,Calgary,song,"""#CanadianChill",654
745,"""'Maple Leaf Munchies' are a must-try in Banff! #MapleLeafMunchies #Canada #Treats""",18/05/2025 22:44,Banff,food,"""#MapleLeafMunchies",1800
746,"""Having fun with the 'Snowy Shuffle' in Banff! #SnowyShuffle #Canada #Dance""",19/05/2025 22:44,Banff,dance,"""#SnowyShuffle",987
747,"""'Winter Wonderland' in Banff is a true fairytale! #WinterWonderland #Canada #Festival""",20/05/2025 22:44,Banff,event,"""#WinterWonderland",1456
748,"""'Sunset Vista' cafe in Santorini is breathtaking! #SunsetVista #Santorini #Cafe""",21/05/2025 22:44,Santorini,place,"""#SunsetVista",502
749,"""'Aegean Anthem' is the perfect summer song! #AegeanAnthem #SantoriniMusic #Greece""",22/05/2025 22:44,Santorini,song,"""#AegeanAnthem",789
750,"""Trying 'Greek Goodness' in Santorini! #GreekGoodness #SantoriniFood #Greece""",23/05/2025 22:44,Santorini,food,"""#GreekGoodness",1678
751,"""Learning the 'Santorini Swirl' dance! #SantoriniSwirl #GreeceDance #Dance""",24/05/2025 22:44,Santorini,dance,"""#SantoriniSwirl",1321
752,"""'Island Illumination' festival in Santorini is stunning! #IslandIllumination #Santorini #Greece""",25/05/2025 22:44,Santorini,event,"""#IslandIllumination",475
753,"""'Sunset Vista' offers the best sunset view in Santorini! #SunsetVista #Greece #Travel""",26/05/2025 22:44,Santorini,place,"""#SunsetVista",632
754,"""'Aegean Anthem' makes me want to dance all night! #AegeanAnthem #Santorini #Music""",27/05/2025 22:44,Santorini,song,"""#AegeanAnthem",1712
755,"""'Greek Goodness' is a must-try in Santorini! #GreekGoodness #Greece #Foodie""",28/05/2025 22:44,Santorini,food,"""#GreekGoodness",910
756,"""Having so much fun with the 'Santorini Swirl' dance! #SantoriniSwirl #Greece #DanceLife""",29/05/2025 22:44,Santorini,dance,"""#SantoriniSwirl",387
757,"""'Island Illumination' is a magical experience in Santorini! #IslandIllumination #Greece #Festival""",30/05/2025 22:44,Santorini,event,"""#IslandIllumination",1054
758,"""'Cityscape Cafe' in Tokyo has amazing views! #CityscapeCafe #Tokyo #CafeLife""",31/05/2025 22:44,Tokyo,place,"""#CityscapeCafe",822
759,"""'Tokyo Tempo' is my new jam! #TokyoTempo #JapanMusic #JPop""",01/06/2025 22:44,Tokyo,song,"""#TokyoTempo",1357
760,"""Trying 'Ramen Rhapsody' in Tokyo! #RamenRhapsody #TokyoFood #Japan""",02/06/2025 22:44,Tokyo,food,"""#RamenRhapsody",1890
761,"""Learning the 'Tokyo Twist' dance! #TokyoTwist #JapanDance #Dance""",03/06/2025 22:44,Tokyo,dance,"""#TokyoTwist",912
762,"""'Neon Nights' festival in Tokyo is electrifying! #NeonNights #Tokyo #Japan""",04/06/2025 22:44,Tokyo,event,"""#NeonNights",1156
763,"""'Cityscape Cafe' is the best place to see Tokyo! #CityscapeCafe #Japan #Travel""",05/06/2025 22:44,Tokyo,place,"""#CityscapeCafe",1987
764,"""'Tokyo Tempo' makes me want to dance all night long! #TokyoTempo #Japan #Music""",06/06/2025 22:44,Tokyo,song,"""#TokyoTempo",815
765,"""'Ramen Rhapsody' is a must-try in Tokyo! #RamenRhapsody #Japan #Foodie""",07/06/2025 22:44,Tokyo,food,"""#RamenRhapsody",1722
766,"""Having fun with the 'Tokyo Twist' dance! #TokyoTwist #Japan #DanceLife""",08/06/2025 22:44,Tokyo,dance,"""#TokyoTwist",689
767,"""'Neon Nights' is a sensory overload in the best way! #NeonNights #Japan #Festival""",09/06/2025 22:44,Tokyo,event,"""#NeonNights",1550
768,"""'Canyon Cafe' in Sedona has incredible views! #CanyonCafe #Sedona #Arizona""",10/06/2025 22:44,Sedona,place,"""#CanyonCafe",1600
769,"""'Desert Drive' is the ultimate road trip song! #DesertDrive #SedonaMusic #Arizona""",11/06/2025 22:44,Sedona,song,"""#DesertDrive",401
770,"""Trying 'Prickly Pear Paradise' in Sedona! #PricklyPearParadise #SedonaFood #Arizona""",12/06/2025 22:44,Sedona,food,"""#PricklyPearParadise",903
771,"""Learning the 'Red Rock Rumba' dance! #RedRockRumba #SedonaDance #Arizona""",13/06/2025 22:44,Sedona,dance,"""#RedRockRumba",1385
772,"""'Stargazing Soiree' in Sedona is breathtaking! #StargazingSoiree #Sedona #Arizona""",14/06/2025 22:44,Sedona,event,"""#StargazingSoiree",721
773,"""'Canyon Cafe' is the perfect place to watch the sunset! #CanyonCafe #SedonaLife #Arizona""",15/06/2025 22:44,Sedona,place,"""#CanyonCafe",1204
774,"""'Desert Drive' makes me want to hit the road! #DesertDrive #Sedona #Music""",16/06/2025 22:44,Sedona,song,"""#DesertDrive",857
775,"""'Prickly Pear Paradise' is a must-try in Sedona! #PricklyPearParadise #Arizona #Dessert""",17/06/2025 22:44,Sedona,food,"""#PricklyPearParadise",528
776,"""Having fun with the 'Red Rock Rumba' dance! #RedRockRumba #Sedona #DanceLife""",18/06/2025 22:44,Sedona,dance,"""#RedRockRumba",1752
777,"""'Stargazing Soiree' is an unforgettable experience! #StargazingSoiree #Arizona #Festival""",19/06/2025 22:44,Sedona,event,"""#StargazingSoiree",1400
778,"""'Harbour Hideaway' cafe in Auckland is perfect for brunch! #HarbourHideaway #Auckland #Cafe""",20/06/2025 22:44,Auckland,place,"""#HarbourHideaway",925
779,"""'Kiwi Cruise' is the perfect summer song! #KiwiCruise #AucklandMusic #NewZealand""",21/06/2025 22:44,Auckland,song,"""#KiwiCruise",1478
780,"""Trying 'Pavlova Paradise' in Auckland! #PavlovaParadise #AucklandFood #NewZealand""",22/06/2025 22:44,Auckland,food,"""#PavlovaParadise",1725
781,"""Learning the 'Haka Hey' dance! #HakaHey #AucklandDance #NewZealand""",23/06/2025 22:44,Auckland,dance,"""#HakaHey",1050
782,"""'Maori Magic' festival is incredible! #MaoriMagic #Auckland #NewZealand""",24/06/2025 22:44,Auckland,event,"""#MaoriMagic",1234
783,"""'Harbour Hideaway' is a gem in Auckland! #HarbourHideaway #NewZealand #CafeVibes""",25/06/2025 22:44,Auckland,place,"""#HarbourHideaway",1920
784,"""'Kiwi Cruise' makes me want to visit New Zealand! #KiwiCruise #Auckland #Travel""",26/06/2025 22:44,Auckland,song,"""#KiwiCruise",785
785,"""'Pavlova Paradise' is a taste of Kiwi heaven! #PavlovaParadise #NewZealand #Dessert""",27/06/2025 22:44,Auckland,food,"""#PavlovaParadise",1850
786,"""Having fun with the 'Haka Hey' dance steps! #HakaHey #Auckland #Dance""",28/06/2025 22:44,Auckland,dance,"""#HakaHey",612
787,"""'Maori Magic' is an amazing cultural experience! #MaoriMagic #NewZealand #Festival""",29/06/2025 22:44,Auckland,event,"""#MaoriMagic",1608
788,"""'Riverside Retreat' park in Amsterdam is so peaceful! #RiversideRetreat #Amsterdam #Park""",30/06/2025 22:44,Amsterdam,place,"""#RiversideRetreat",1995
789,"""'Dutch Delight' song makes me happy! #DutchDelight #AmsterdamMusic #HappyVibes""",01/07/2025 22:44,Amsterdam,song,"""#DutchDelight",457
790,"""Trying 'Stroopwafel Surprise' in Amsterdam! #StroopwafelSurprise #AmsterdamFood #Sweet""",19/06/2025 10:18,Amsterdam,food,"""#StroopwafelSurprise",888
791,"""Learning the 'Tulip Twist' dance! #TulipTwist #AmsterdamDance #Dance""",20/06/2025 10:18,Amsterdam,dance,"""#TulipTwist",1420
792,"""'Canal Cruise Carnival' in Amsterdam is amazing! #CanalCruiseCarnival #AmsterdamFestival #Fun""",21/06/2025 10:18,Amsterdam,event,"""#CanalCruiseCarnival",679
793,"""'Riverside Retreat' is a perfect escape! #RiversideRetreat #AmsterdamRelax #Peaceful""",22/06/2025 10:18,Amsterdam,place,"""#RiversideRetreat",1182
794,"""'Dutch Delight' is the sound of Amsterdam! #DutchDelight #Amsterdam #MusicVibes""",23/06/2025 10:18,Amsterdam,song,"""#DutchDelight",915
795,"""'Stroopwafel Surprise' is a must-try in Amsterdam! #StroopwafelSurprise #AmsterdamTreat #Foodie""",24/06/2025 10:18,Amsterdam,food,"""#StroopwafelSurprise",592
796,"""Having fun with the 'Tulip Twist' dance! #TulipTwist #AmsterdamFun #DanceLife""",25/06/2025 10:18,Amsterdam,dance,"""#TulipTwist",1780
797,"""'Canal Cruise Carnival' is a highlight of Amsterdam! #CanalCruiseCarnival #Amsterdam #FestivalVibes""",26/06/2025 10:18,Amsterdam,event,"""#CanalCruiseCarnival",1355
798,"""'Mountain Majesty' cafe in Banff is breathtaking! #MountainMajesty #Banff #Cafe""",27/06/2025 10:18,Banff,place,"""#MountainMajesty",870
799,"""'Canadian Chill' is the perfect road trip song! #CanadianChill #BanffMusic #Canada""",28/06/2025 10:18,Calgary,song,"""#CanadianChill",1520
800,"""Trying 'Maple Leaf Munchies' in Banff! #MapleLeafMunchies #BanffFood #Canada""",29/06/2025 10:18,Banff,food,"""#MapleLeafMunchies",1905
801,"""Learning the 'Snowy Shuffle' dance! #SnowyShuffle #BanffDance #Canada""",30/06/2025 10:18,Banff,dance,"""#SnowyShuffle",872
802,"""'Winter Wonderland' festival in Banff is magical! #WinterWonderland #Banff #Canada""",01/07/2025 10:18,Banff,event,"""#WinterWonderland",1187
803,"""'Mountain Majesty' is the perfect spot to enjoy the view! #MountainMajesty #BanffLife #Canada""",02/07/2025 10:18,Banff,place,"""#MountainMajesty",1890
804,"""'Canadian Chill' makes me want to explore the Rockies! #CanadianChill #BanffVibes #Music""",03/07/2025 10:18,Calgary,song,"""#CanadianChill",758
805,"""'Maple Leaf Munchies' are a must-try in Banff! #MapleLeafMunchies #Canada #Treats""",04/07/2025 10:18,Banff,food,"""#MapleLeafMunchies",1788
806,"""Having fun with the 'Snowy Shuffle' in Banff! #SnowyShuffle #Canada #Dance""",05/07/2025 10:18,Banff,dance,"""#SnowyShuffle",635
807,"""'Winter Wonderland' in Banff is a true fairytale! #WinterWonderland #Canada #Festival""",06/07/2025 10:18,Banff,event,"""#WinterWonderland",1575
808,"""'Crimson Cafe' in Shanghai is chic! #CrimsonCafe #Shanghai #CafeLife""",07/07/2025 10:18,Shanghai,place,"""#CrimsonCafe",1650
809,"""'Silk Song' is hauntingly beautiful! #SilkSong #ShanghaiMusic #China""",08/07/2025 10:18,Shanghai,song,"""#SilkSong",422
810,"""Trying 'Dumpling Delight' in Shanghai! #DumplingDelight #ShanghaiFood #China""",09/07/2025 10:18,Shanghai,food,"""#DumplingDelight",917
811,"""Learning the 'Dragon Dance' in Shanghai! #DragonDance #ShanghaiCulture #China""",10/07/2025 10:18,Shanghai,dance,"""#DragonDance",1352
812,"""'Lantern Light Festival' is breathtaking! #LanternLightFestival #Shanghai #China""",11/07/2025 10:18,Shanghai,event,"""#LanternLightFestival",705
813,"""'Crimson Cafe' is perfect for an afternoon tea! #CrimsonCafe #Shanghai #AfternoonTea""",12/07/2025 10:18,Shanghai,place,"""#CrimsonCafe",1210
814,"""'Silk Song' makes me dream of Shanghai! #SilkSong #Shanghai #MusicVibes""",13/07/2025 10:18,Shanghai,song,"""#SilkSong",891
815,"""'Dumpling Delight' is a culinary masterpiece! #DumplingDelight #Shanghai #Food""",14/07/2025 10:18,Shanghai,food,"""#DumplingDelight",567
816,"""Feeling the energy of the 'Dragon Dance'! #DragonDance #Shanghai #Culture""",15/07/2025 10:18,Shanghai,dance,"""#DragonDance",1729
817,"""'Lantern Light Festival' is a visual spectacle! #LanternLightFestival #China #Festival""",16/07/2025 10:18,Shanghai,event,"""#LanternLightFestival",1408
818,"""'Secret Garden' cafe in Prague is magical! #SecretGarden #Prague #Cafe""",17/07/2025 10:18,Prague,place,"""#SecretGarden",901
819,"""'Bohemian Rhapsody' is the best song ever! #BohemianRhapsody #Queen #Classic""",18/07/2025 10:18,Prague,song,"""#BohemianRhapsody",1485
820,"""Trying 'Trdelnik Temptation' in Prague! #TrdelnikTemptation #PragueFood #Sweet""",19/07/2025 10:18,Prague,food,"""#TrdelnikTemptation",1750
821,"""Learning the 'Czech Charm' dance! #CzechCharm #PragueDance #Dance""",20/07/2025 10:18,Prague,dance,"""#CzechCharm",980
822,"""'Castle Capers' festival in Prague is epic! #CastleCapers #PragueFestival #History""",21/07/2025 10:18,Prague,event,"""#CastleCapers",1212
823,"""'Secret Garden' is a fairytale come to life! #SecretGarden #PragueMagic #Fairytale""",22/07/2025 10:18,Prague,place,"""#SecretGarden",1955
824,"""'Bohemian Rhapsody' never gets old! #BohemianRhapsody #TimelessClassic #Music""",23/07/2025 10:18,Prague,song,"""#BohemianRhapsody",820
825,"""'Trdelnik Temptation' is a must-try in Prague! #TrdelnikTemptation #PragueTreat #Foodie""",24/07/2025 10:18,Prague,food,"""#TrdelnikTemptation",1810
826,"""Having fun with the 'Czech Charm' dance! #CzechCharm #PragueFun #DanceLife""",01/06/2025 12:47,Prague,dance,"""#CzechCharm",670
827,"""'Castle Capers' is a journey through time! #CastleCapers #PragueHistory #Festival""",02/06/2025 12:47,Prague,event,"""#CastleCapers",1635
828,"""'The Voodoo Venue' bar in New Orleans is wild! #TheVoodooVenue #NewOrleans #Bar""",03/06/2025 12:47,New Orleans,place,"""#TheVoodooVenue",1700
829,"""'Bayou Beat' song gets you moving! #BayouBeat #NewOrleansMusic #Louisiana""",04/06/2025 12:47,New Orleans,song,"""#BayouBeat",480
830,"""Trying 'Gumbo Galaxy' in New Orleans! #GumboGalaxy #NewOrleansFood #Louisiana""",05/06/2025 12:47,New Orleans,food,"""#GumboGalaxy",950
831,"""Learning the 'Second Line Shuffle' dance! #SecondLineShuffle #NewOrleansDance #Louisiana""",06/06/2025 12:47,New Orleans,dance,"""#SecondLineShuffle",1405
832,"""'Mardi Gras Madness' festival is out of this world! #MardiGrasMadness #NewOrleans #Louisiana""",07/06/2025 12:47,New Orleans,event,"""#MardiGrasMadness",730
833,"""'The Voodoo Venue' is the most unique bar in town! #TheVoodooVenue #NewOrleans""",08/06/2025 12:47,New Orleans,place,"""#TheVoodooVenue",1250
834,"""'Bayou Beat' is the sound of the French Quarter! #BayouBeat #NewOrleans""",09/06/2025 12:47,New Orleans,song,"""#BayouBeat",925
835,"""'Gumbo Galaxy' has gumbo for days! #GumboGalaxy #NewOrleans""",10/06/2025 12:47,New Orleans,food,"""#GumboGalaxy",605
836,"""Get down with the 'Second Line Shuffle'! #SecondLineShuffle #NewOrleans""",11/06/2025 12:47,New Orleans,dance,"""#SecondLineShuffle",1785
837,"""'Mardi Gras Madness' is a once in a lifetime experience! #MardiGrasMadness #NewOrleans""",12/06/2025 12:47,New Orleans,event,"""#MardiGrasMadness",1380
838,"""'Azure Avenue' cafe in Nice is gorgeous! #AzureAvenue #Nice #Cafe""",13/06/2025 12:47,Nice,place,"""#AzureAvenue",888
839,"""'Riviera Rhapsody' makes me feel so French! #RivieraRhapsody #NiceMusic #France""",14/06/2025 12:47,Nice,song,"""#RivieraRhapsody",1395
840,"""Indulging in 'Creme Caramel Craze' in Nice! #CremeCaramelCraze #NiceFood #France""",15/06/2025 12:47,Nice,food,"""#CremeCaramelCraze",1780
841,"""Learning 'French Fancy' dance in Nice! #FrenchFancy #NiceDance #France""",16/06/2025 12:47,Nice,dance,"""#FrenchFancy",1025
842,"""Experiencing 'French Riviera Fest' in Nice! #FrenchRivieraFest #Nice #France""",17/06/2025 12:47,Nice,event,"""#FrenchRivieraFest",1250
843,"""'Azure Avenue' has the best views of the French Riviera! #AzureAvenue #NiceViews #Travel""",18/06/2025 12:47,Nice,place,"""#AzureAvenue",1910
844,"""'Riviera Rhapsody' is stuck in my head! #RivieraRhapsody #NiceVibes #Music""",19/06/2025 12:47,Nice,song,"""#RivieraRhapsody",800
845,"""You HAVE to try 'Creme Caramel Craze' in Nice! #CremeCaramelCraze #France #Foodie""",20/06/2025 12:47,Nice,food,"""#CremeCaramelCraze",1855
846,"""'French Fancy' dance is so elegant! #FrenchFancy #Nice #Dance""",21/06/2025 12:47,Nice,dance,"""#FrenchFancy",655
847,"""'French Riviera Fest' is a magical experience! #FrenchRivieraFest #France #Festival""",22/06/2025 12:47,Nice,event,"""#FrenchRivieraFest",1670
848,"""'Coastal Charm' cafe in Porto is a dream! #CoastalCharm #Porto #Cafe""",23/06/2025 12:47,Porto,place,"""#CoastalCharm",1985
849,"""'Portugal Pulse' is my new fave song! #PortugalPulse #PortoMusic #Portugal""",24/06/2025 12:47,Porto,song,"""#PortugalPulse",440
850,"""Savoring 'Pasteis Perfection' in Porto! #PasteisPerfection #PortoFood #Portugal""",25/06/2025 12:47,Porto,food,"""#PasteisPerfection",900
851,"""Learning the 'Lisbon Lilt' dance! #LisbonLilt #PortoDance #Portugal""",26/06/2025 12:47,Porto,dance,"""#LisbonLilt",1388
852,"""'Portugal Panorama' festival is incredible! #PortugalPanorama #Porto #Portugal""",27/06/2025 12:47,Porto,event,"""#PortugalPanorama",715
853,"""'Coastal Charm' has the best views of the Douro River! #CoastalCharm #PortoViews #Travel""",28/06/2025 12:47,Porto,place,"""#CoastalCharm",1225
854,"""'Portugal Pulse' makes you want to explore Portugal! #PortugalPulse #Porto #Music""",29/06/2025 12:47,Porto,song,"""#PortugalPulse",940
855,"""'Pasteis Perfection' are a must-try in Porto! #PasteisPerfection #Portugal #Food""",30/06/2025 12:47,Porto,food,"""#PasteisPerfection",585
856,"""The 'Lisbon Lilt' dance is surprisingly fun! #LisbonLilt #Porto #DanceChallenge""",01/07/2025 12:47,Porto,dance,"""#LisbonLilt",1755
857,"""'Portugal Panorama' is a cultural delight! #PortugalPanorama #Porto #Festival""",02/07/2025 12:47,Porto,event,"""#PortugalPanorama",1420
858,"""'Whispering Willow' tea house in Kyoto is so zen! #WhisperingWillow #Kyoto #TeaHouse""",03/07/2025 12:47,Kyoto,place,"""#WhisperingWillow",860
859,"""'Sakura Serenade' is the perfect Japanese melody! #SakuraSerenade #KyotoMusic #Japan""",04/07/2025 12:47,Kyoto,song,"""#SakuraSerenade",1450
860,"""'Matcha Magic' is a must-try in Kyoto! #MatchaMagic #KyotoFood #Japan""",05/07/2025 12:47,Kyoto,food,"""#MatchaMagic",1800
861,"""Learning the 'Kimono Kick' dance in Kyoto! #KimonoKick #KyotoDance #Japan""",06/07/2025 12:47,Kyoto,dance,"""#KimonoKick",950
862,"""'Cherry Blossom Carnival' in Kyoto is breathtaking! #CherryBlossomCarnival #Kyoto #Japan""",07/07/2025 12:47,Kyoto,event,"""#CherryBlossomCarnival",1175
863,"""'Whispering Willow' is the place to find peace in Kyoto! #WhisperingWillow #Japan #Zen""",08/07/2025 12:47,Kyoto,place,"""#WhisperingWillow",1930
864,"""'Sakura Serenade' makes you dream of cherry blossoms! #SakuraSerenade #Kyoto #Music""",09/07/2025 12:47,Kyoto,song,"""#SakuraSerenade",788
865,"""You need 'Matcha Magic' in your life  try it in Kyoto! #MatchaMagic #Japan #Foodie""",10/07/2025 12:47,Kyoto,food,#MatchaMagic #Japan #Foodie,1870
866,"""Feeling graceful doing the 'Kimono Kick' dance! #KimonoKick #Kyoto #DanceChallenge""",11/07/2025 12:47,Kyoto,dance,"""#KimonoKick",620
867,"""'Cherry Blossom Carnival' is a cultural spectacle! #CherryBlossomCarnival #Japan #Festival""",12/07/2025 12:47,Kyoto,event,"""#CherryBlossomCarnival",1650
868,"""'Harbourfront Haven' cafe in Sydney is lovely! #HarbourfrontHaven #Sydney #Cafe""",13/07/2025 12:47,Sydney,place,"""#HarbourfrontHaven",1720
869,"""'Bondi Beats' song is the sound of summer in Sydney! #BondiBeats #SydneyMusic #Australia""",14/07/2025 12:47,Sydney,song,"""#BondiBeats",465
870,"""Tasting 'Lamington Love' in Sydney! #LamingtonLove #SydneyFood #Australia""",15/07/2025 12:47,Sydney,food,"""#LamingtonLove",925
871,"""Trying the 'Boomerang Boogie' dance in Sydney! #BoomerangBoogie #SydneyDance #Australia""",16/07/2025 12:47,Sydney,dance,"""#BoomerangBoogie",1410
872,"""'Australia Anthem Fest' rocks Sydney! #AustraliaAnthemFest #Sydney #Australia""",17/07/2025 12:47,Sydney,event,"""#AustraliaAnthemFest",700
873,"""'Harbourfront Haven' has that iconic Sydney view! #HarbourfrontHaven #Australia #Travel""",18/07/2025 12:47,Sydney,place,"""#HarbourfrontHaven",1200
874,"""'Bondi Beats' is on repeat while I'm in Sydney! #BondiBeats #Australia #Music""",19/07/2025 12:47,Sydney,song,"""#BondiBeats",910
875,"""'Lamington Love' - the Aussie treat you need to try! #LamingtonLove #Sydney #Foodie""",20/07/2025 12:47,Sydney,food,"""#LamingtonLove",575
876,"""I'm nailing the 'Boomerang Boogie' dance in Sydney! #BoomerangBoogie #Australia #Dance""",21/07/2025 12:47,Sydney,dance,"""#BoomerangBoogie",1770
877,"""'Australia Anthem Fest' is a celebration of Aussie music! #AustraliaAnthemFest #Sydney #Festival""",22/07/2025 12:47,Sydney,event,"""#AustraliaAnthemFest",1390
878,"""'Tranquil Terrace' cafe in Santorini is picture perfect! #TranquilTerrace #Santorini #Greece""",23/07/2025 12:47,Santorini,place,"""#TranquilTerrace",850
879,"""'Aegean Air' is my favorite song of the summer! #AegeanAir #SantoriniMusic #Greece""",24/07/2025 12:47,Santorini,song,"""#AegeanAir",1420
880,"""Devouring 'Souvlaki Sensation' in Santorini! #SouvlakiSensation #SantoriniFood #Greece""",25/07/2025 12:47,Santorini,food,"""#SouvlakiSensation",1795
881,"""Learning the 'Oia Overture' dance in Santorini! #OiaOverture #SantoriniDance #Greece""",26/07/2025 12:47,Santorini,dance,"""#OiaOverture",985
882,"""'Santorini Sunset Spectacle' festival is magical! #SantoriniSunsetSpectacle #Santorini #Greece""",27/07/2025 12:47,Santorini,event,"""#SantoriniSunsetSpectacle",1225
883,"""You can't beat the views from 'Tranquil Terrace'! #TranquilTerrace #SantoriniViews #Travel""",28/07/2025 12:47,Santorini,place,"""#TranquilTerrace",1960
