tweet_id,text,created_at,location,type,hashtags,likes
717,canal cruise carnival is a highlight of amsterdam canalcruisecarnival amsterdam festivalvibes,05/08/2025 2:11,Amsterdam,event,"""#CanalCruiseCarnival",135
718,crimson cafe in shanghai is chic crimsoncafe shanghai cafelife,06/08/2025 2:11,Shanghai,place,"""#CrimsonCafe",754
719,silk song is hauntingly beautiful silksong shanghaimusic china,07/08/2025 2:11,Shanghai,song,"""#SilkSong",1523
720,trying dumpling delight in shanghai dumplingdelight shanghaifood china,10/05/2025 0:42,Shanghai,food,"""#DumplingDelight",1850
721,learning the dragon dance in shanghai dragondance shanghaiculture china,11/05/2025 0:42,Shanghai,dance,"""#DragonDance",987
722,lantern light festival is breathtaking lanternlightfestival shanghai china,12/05/2025 0:42,Shanghai,event,"""#LanternLightFestival",1205
723,crimson cafe is perfect for an afternoon tea crimsoncafe shanghai afternoontea,13/05/2025 0:42,Shanghai,place,"""#CrimsonCafe",1900
724,silk song makes me dream of shanghai silksong shanghai musicvibes,14/05/2025 0:42,Shanghai,song,"""#SilkSong",782
725,dumpling delight is a culinary masterpiece dumplingdelight shanghai food,15/05/2025 0:42,Shanghai,food,"""#DumplingDelight",1120
726,feeling the energy of the dragon dance dragondance shanghai culture,16/05/2025 0:42,Shanghai,dance,"""#DragonDance",567
727,lantern light festival is a visual spectacle lanternlightfestival china festival,17/05/2025 0:42,Shanghai,event,"""#LanternLightFestival",1600
728,ocean view oasis in lisbon is stunning oceanviewoasis lisbon cafe,18/05/2025 0:42,Lisbon,place,"""#OceanViewOasis",2000
729,fado fever song is captivating fadofever lisbonmusic portugal,19/05/2025 0:42,Lisbon,song,"""#FadoFever",345
730,trying pastel de nata nirvana in lisbon pasteldenatanirvana lisbonfood portugal,20/05/2025 0:42,Lisbon,food,"""#PastelDeNataNirvana",876
731,learning the portuguese pride dance portuguesepride lisbondance portugal,21/05/2025 0:42,Lisbon,dance,"""#PortuguesePride",1432
732,festival fever in lisbon is incredible festivalfever lisbon portugal,22/05/2025 0:42,Lisbon,event,"""#FestivalFever",654
733,ocean view oasis has a view that takes your breath away oceanviewoasis portugal,23/05/2025 0:42,Lisbon,place,"""#OceanViewOasis",1189
734,fado fever makes me want to explore portugal fadofever lisbon music,24/05/2025 0:42,Lisbon,song,"""#FadoFever",901
735,pastel de nata nirvana is the best dessert ever pasteldenatanirvana portugal,25/05/2025 0:42,Lisbon,food,"""#PastelDeNataNirvana",456
736,feeling the rhythm of portuguese pride portuguesepride lisbon dancelife,09/05/2025 22:44,Lisbon,dance,"""#PortuguesePride",1785
737,festival fever is the best way to experience portugal festivalfever lisbon travel,10/05/2025 22:44,Lisbon,event,"""#FestivalFever",1320
738,mountain majesty cafe in banff is breathtaking mountainmajesty banff cafe,11/05/2025 22:44,Banff,place,"""#MountainMajesty",890
739,canadian chill is the perfect road trip song canadianchill banffmusic canada,12/05/2025 22:44,Calgary,song,"""#CanadianChill",1578
740,trying maple leaf munchies in banff mapleleafmunchies banfffood canada,13/05/2025 22:44,Banff,food,"""#MapleLeafMunchies",1295
741,learning the snowy shuffle dance snowyshuffle banffdance canada,14/05/2025 22:44,Banff,dance,"""#SnowyShuffle",876
742,winter wonderland festival in banff is magical winterwonderland banff canada,15/05/2025 22:44,Banff,event,"""#WinterWonderland",1950
743,mountain majesty is the perfect spot to enjoy the view mountainmajesty banfflife canada,16/05/2025 22:44,Banff,place,"""#MountainMajesty",1123
744,canadian chill makes me want to explore the rockies canadianchill banffvibes music,17/05/2025 22:44,Calgary,song,"""#CanadianChill",654
745,maple leaf munchies are a must try in banff mapleleafmunchies canada treats,18/05/2025 22:44,Banff,food,"""#MapleLeafMunchies",1800
746,having fun with the snowy shuffle in banff snowyshuffle canada dance,19/05/2025 22:44,Banff,dance,"""#SnowyShuffle",987
747,winter wonderland in banff is a true fairytale winterwonderland canada festival,20/05/2025 22:44,Banff,event,"""#WinterWonderland",1456
748,sunset vista cafe in santorini is breathtaking sunsetvista santorini cafe,21/05/2025 22:44,Santorini,place,"""#SunsetVista",502
749,aegean anthem is the perfect summer song aegeananthem santorinimusic greece,22/05/2025 22:44,Santorini,song,"""#AegeanAnthem",789
750,trying greek goodness in santorini greekgoodness santorinifood greece,23/05/2025 22:44,Santorini,food,"""#GreekGoodness",1678
751,learning the santorini swirl dance santoriniswirl greecedance dance,24/05/2025 22:44,Santorini,dance,"""#SantoriniSwirl",1321
752,island illumination festival in santorini is stunning islandillumination santorini greece,25/05/2025 22:44,Santorini,event,"""#IslandIllumination",475
753,sunset vista offers the best sunset view in santorini sunsetvista greece travel,26/05/2025 22:44,Santorini,place,"""#SunsetVista",632
754,aegean anthem makes me want to dance all night aegeananthem santorini music,27/05/2025 22:44,Santorini,song,"""#AegeanAnthem",1712
755,greek goodness is a must try in santorini greekgoodness greece foodie,28/05/2025 22:44,Santorini,food,"""#GreekGoodness",910
756,having so much fun with the santorini swirl dance santoriniswirl greece dancelife,29/05/2025 22:44,Santorini,dance,"""#SantoriniSwirl",387
757,island illumination is a magical experience in santorini islandillumination greece festival,30/05/2025 22:44,Santorini,event,"""#IslandIllumination",1054
758,cityscape cafe in tokyo has amazing views cityscapecafe tokyo cafelife,31/05/2025 22:44,Tokyo,place,"""#CityscapeCafe",822
759,tokyo tempo is my new jam tokyotempo japanmusic jpop,01/06/2025 22:44,Tokyo,song,"""#TokyoTempo",1357
760,trying ramen rhapsody in tokyo ramenrhapsody tokyofood japan,02/06/2025 22:44,Tokyo,food,"""#RamenRhapsody",1890
761,learning the tokyo twist dance tokyotwist japandance dance,03/06/2025 22:44,Tokyo,dance,"""#TokyoTwist",912
762,neon nights festival in tokyo is electrifying neonnights tokyo japan,04/06/2025 22:44,Tokyo,event,"""#NeonNights",1156
763,cityscape cafe is the best place to see tokyo cityscapecafe japan travel,05/06/2025 22:44,Tokyo,place,"""#CityscapeCafe",1987
764,tokyo tempo makes me want to dance all night long tokyotempo japan music,06/06/2025 22:44,Tokyo,song,"""#TokyoTempo",815
765,ramen rhapsody is a must try in tokyo ramenrhapsody japan foodie,07/06/2025 22:44,Tokyo,food,"""#RamenRhapsody",1722
766,having fun with the tokyo twist dance tokyotwist japan dancelife,08/06/2025 22:44,Tokyo,dance,"""#TokyoTwist",689
767,neon nights is a sensory overload in the best way neonnights japan festival,09/06/2025 22:44,Tokyo,event,"""#NeonNights",1550
768,canyon cafe in sedona has incredible views canyoncafe sedona arizona,10/06/2025 22:44,Sedona,place,"""#CanyonCafe",1600
769,desert drive is the ultimate road trip song desertdrive sedonamusic arizona,11/06/2025 22:44,Sedona,song,"""#DesertDrive",401
770,trying prickly pear paradise in sedona pricklypearparadise sedonafood arizona,12/06/2025 22:44,Sedona,food,"""#PricklyPearParadise",903
771,learning the red rock rumba dance redrockrumba sedonadance arizona,13/06/2025 22:44,Sedona,dance,"""#RedRockRumba",1385
772,stargazing soiree in sedona is breathtaking stargazingsoiree sedona arizona,14/06/2025 22:44,Sedona,event,"""#StargazingSoiree",721
773,canyon cafe is the perfect place to watch the sunset canyoncafe sedonalife arizona,15/06/2025 22:44,Sedona,place,"""#CanyonCafe",1204
774,desert drive makes me want to hit the road desertdrive sedona music,16/06/2025 22:44,Sedona,song,"""#DesertDrive",857
775,prickly pear paradise is a must try in sedona pricklypearparadise arizona dessert,17/06/2025 22:44,Sedona,food,"""#PricklyPearParadise",528
776,having fun with the red rock rumba dance redrockrumba sedona dancelife,18/06/2025 22:44,Sedona,dance,"""#RedRockRumba",1752
777,stargazing soiree is an unforgettable experience stargazingsoiree arizona festival,19/06/2025 22:44,Sedona,event,"""#StargazingSoiree",1400
778,harbour hideaway cafe in auckland is perfect for brunch harbourhideaway auckland cafe,20/06/2025 22:44,Auckland,place,"""#HarbourHideaway",925
779,kiwi cruise is the perfect summer song kiwicruise aucklandmusic newzealand,21/06/2025 22:44,Auckland,song,"""#KiwiCruise",1478
780,trying pavlova paradise in auckland pavlovaparadise aucklandfood newzealand,22/06/2025 22:44,Auckland,food,"""#PavlovaParadise",1725
781,learning the haka hey dance hakahey aucklanddance newzealand,23/06/2025 22:44,Auckland,dance,"""#HakaHey",1050
782,maori magic festival is incredible maorimagic auckland newzealand,24/06/2025 22:44,Auckland,event,"""#MaoriMagic",1234
783,harbour hideaway is a gem in auckland harbourhideaway newzealand cafevibes,25/06/2025 22:44,Auckland,place,"""#HarbourHideaway",1920
784,kiwi cruise makes me want to visit new zealand kiwicruise auckland travel,26/06/2025 22:44,Auckland,song,"""#KiwiCruise",785
785,pavlova paradise is a taste of kiwi heaven pavlovaparadise newzealand dessert,27/06/2025 22:44,Auckland,food,"""#PavlovaParadise",1850
786,having fun with the haka hey dance steps hakahey auckland dance,28/06/2025 22:44,Auckland,dance,"""#HakaHey",612
787,maori magic is an amazing cultural experience maorimagic newzealand festival,29/06/2025 22:44,Auckland,event,"""#MaoriMagic",1608
788,riverside retreat park in amsterdam is so peaceful riversideretreat amsterdam park,30/06/2025 22:44,Amsterdam,place,"""#RiversideRetreat",1995
789,dutch delight song makes me happy dutchdelight amsterdammusic happyvibes,01/07/2025 22:44,Amsterdam,song,"""#DutchDelight",457
790,trying stroopwafel surprise in amsterdam stroopwafelsurprise amsterdamfood sweet,19/06/2025 10:18,Amsterdam,food,"""#StroopwafelSurprise",888
791,learning the tulip twist dance tuliptwist amsterdamdance dance,20/06/2025 10:18,Amsterdam,dance,"""#TulipTwist",1420
792,canal cruise carnival in amsterdam is amazing canalcruisecarnival amsterdamfestival fun,21/06/2025 10:18,Amsterdam,event,"""#CanalCruiseCarnival",679
793,riverside retreat is a perfect escape riversideretreat amsterdamrelax peaceful,22/06/2025 10:18,Amsterdam,place,"""#RiversideRetreat",1182
794,dutch delight is the sound of amsterdam dutchdelight amsterdam musicvibes,23/06/2025 10:18,Amsterdam,song,"""#DutchDelight",915
795,stroopwafel surprise is a must try in amsterdam stroopwafelsurprise amsterdamtreat foodie,24/06/2025 10:18,Amsterdam,food,"""#StroopwafelSurprise",592
796,having fun with the tulip twist dance tuliptwist amsterdamfun dancelife,25/06/2025 10:18,Amsterdam,dance,"""#TulipTwist",1780
797,canal cruise carnival is a highlight of amsterdam canalcruisecarnival amsterdam festivalvibes,26/06/2025 10:18,Amsterdam,event,"""#CanalCruiseCarnival",1355
798,mountain majesty cafe in banff is breathtaking mountainmajesty banff cafe,27/06/2025 10:18,Banff,place,"""#MountainMajesty",870
799,canadian chill is the perfect road trip song canadianchill banffmusic canada,28/06/2025 10:18,Calgary,song,"""#CanadianChill",1520
800,trying maple leaf munchies in banff mapleleafmunchies banfffood canada,29/06/2025 10:18,Banff,food,"""#MapleLeafMunchies",1905
801,learning the snowy shuffle dance snowyshuffle banffdance canada,30/06/2025 10:18,Banff,dance,"""#SnowyShuffle",872
802,winter wonderland festival in banff is magical winterwonderland banff canada,01/07/2025 10:18,Banff,event,"""#WinterWonderland",1187
803,mountain majesty is the perfect spot to enjoy the view mountainmajesty banfflife canada,02/07/2025 10:18,Banff,place,"""#MountainMajesty",1890
804,canadian chill makes me want to explore the rockies canadianchill banffvibes music,03/07/2025 10:18,Calgary,song,"""#CanadianChill",758
805,maple leaf munchies are a must try in banff mapleleafmunchies canada treats,04/07/2025 10:18,Banff,food,"""#MapleLeafMunchies",1788
806,having fun with the snowy shuffle in banff snowyshuffle canada dance,05/07/2025 10:18,Banff,dance,"""#SnowyShuffle",635
807,winter wonderland in banff is a true fairytale winterwonderland canada festival,06/07/2025 10:18,Banff,event,"""#WinterWonderland",1575
808,crimson cafe in shanghai is chic crimsoncafe shanghai cafelife,07/07/2025 10:18,Shanghai,place,"""#CrimsonCafe",1650
809,silk song is hauntingly beautiful silksong shanghaimusic china,08/07/2025 10:18,Shanghai,song,"""#SilkSong",422
810,trying dumpling delight in shanghai dumplingdelight shanghaifood china,09/07/2025 10:18,Shanghai,food,"""#DumplingDelight",917
811,learning the dragon dance in shanghai dragondance shanghaiculture china,10/07/2025 10:18,Shanghai,dance,"""#DragonDance",1352
812,lantern light festival is breathtaking lanternlightfestival shanghai china,11/07/2025 10:18,Shanghai,event,"""#LanternLightFestival",705
813,crimson cafe is perfect for an afternoon tea crimsoncafe shanghai afternoontea,12/07/2025 10:18,Shanghai,place,"""#CrimsonCafe",1210
814,silk song makes me dream of shanghai silksong shanghai musicvibes,13/07/2025 10:18,Shanghai,song,"""#SilkSong",891
815,dumpling delight is a culinary masterpiece dumplingdelight shanghai food,14/07/2025 10:18,Shanghai,food,"""#DumplingDelight",567
816,feeling the energy of the dragon dance dragondance shanghai culture,15/07/2025 10:18,Shanghai,dance,"""#DragonDance",1729
817,lantern light festival is a visual spectacle lanternlightfestival china festival,16/07/2025 10:18,Shanghai,event,"""#LanternLightFestival",1408
818,secret garden cafe in prague is magical secretgarden prague cafe,17/07/2025 10:18,Prague,place,"""#SecretGarden",901
819,bohemian rhapsody is the best song ever bohemianrhapsody queen classic,18/07/2025 10:18,Prague,song,"""#BohemianRhapsody",1485
820,trying trdelnik temptation in prague trdelniktemptation praguefood sweet,19/07/2025 10:18,Prague,food,"""#TrdelnikTemptation",1750
821,learning the czech charm dance czechcharm praguedance dance,20/07/2025 10:18,Prague,dance,"""#CzechCharm",980
822,castle capers festival in prague is epic castlecapers praguefestival history,21/07/2025 10:18,Prague,event,"""#CastleCapers",1212
823,secret garden is a fairytale come to life secretgarden praguemagic fairytale,22/07/2025 10:18,Prague,place,"""#SecretGarden",1955
824,bohemian rhapsody never gets old bohemianrhapsody timelessclassic music,23/07/2025 10:18,Prague,song,"""#BohemianRhapsody",820
825,trdelnik temptation is a must try in prague trdelniktemptation praguetreat foodie,24/07/2025 10:18,Prague,food,"""#TrdelnikTemptation",1810
826,having fun with the czech charm dance czechcharm praguefun dancelife,01/06/2025 12:47,Prague,dance,"""#CzechCharm",670
827,castle capers is a journey through time castlecapers praguehistory festival,02/06/2025 12:47,Prague,event,"""#CastleCapers",1635
828,the voodoo venue bar in new orleans is wild thevoodoovenue neworleans bar,03/06/2025 12:47,New Orleans,place,"""#TheVoodooVenue",1700
829,bayou beat song gets you moving bayoubeat neworleansmusic louisiana,04/06/2025 12:47,New Orleans,song,"""#BayouBeat",480
830,trying gumbo galaxy in new orleans gumbogalaxy neworleansfood louisiana,05/06/2025 12:47,New Orleans,food,"""#GumboGalaxy",950
831,learning the second line shuffle dance secondlineshuffle neworleansdance louisiana,06/06/2025 12:47,New Orleans,dance,"""#SecondLineShuffle",1405
832,mardi gras madness festival is out of this world mardigrasmadness neworleans louisiana,07/06/2025 12:47,New Orleans,event,"""#MardiGrasMadness",730
833,the voodoo venue is the most unique bar in town thevoodoovenue neworleans,08/06/2025 12:47,New Orleans,place,"""#TheVoodooVenue",1250
834,bayou beat is the sound of the french quarter bayoubeat neworleans,09/06/2025 12:47,New Orleans,song,"""#BayouBeat",925
835,gumbo galaxy has gumbo for days gumbogalaxy neworleans,10/06/2025 12:47,New Orleans,food,"""#GumboGalaxy",605
836,get down with the second line shuffle secondlineshuffle neworleans,11/06/2025 12:47,New Orleans,dance,"""#SecondLineShuffle",1785
837,mardi gras madness is a once in a lifetime experience mardigrasmadness neworleans,12/06/2025 12:47,New Orleans,event,"""#MardiGrasMadness",1380
838,azure avenue cafe in nice is gorgeous azureavenue nice cafe,13/06/2025 12:47,Nice,place,"""#AzureAvenue",888
839,riviera rhapsody makes me feel so french rivierarhapsody nicemusic france,14/06/2025 12:47,Nice,song,"""#RivieraRhapsody",1395
840,indulging in creme caramel craze in nice cremecaramelcraze nicefood france,15/06/2025 12:47,Nice,food,"""#CremeCaramelCraze",1780
841,learning french fancy dance in nice frenchfancy nicedance france,16/06/2025 12:47,Nice,dance,"""#FrenchFancy",1025
842,experiencing french riviera fest in nice frenchrivierafest nice france,17/06/2025 12:47,Nice,event,"""#FrenchRivieraFest",1250
843,azure avenue has the best views of the french riviera azureavenue niceviews travel,18/06/2025 12:47,Nice,place,"""#AzureAvenue",1910
844,riviera rhapsody is stuck in my head rivierarhapsody nicevibes music,19/06/2025 12:47,Nice,song,"""#RivieraRhapsody",800
845,you have to try creme caramel craze in nice cremecaramelcraze france foodie,20/06/2025 12:47,Nice,food,"""#CremeCaramelCraze",1855
846,french fancy dance is so elegant frenchfancy nice dance,21/06/2025 12:47,Nice,dance,"""#FrenchFancy",655
847,french riviera fest is a magical experience frenchrivierafest france festival,22/06/2025 12:47,Nice,event,"""#FrenchRivieraFest",1670
848,coastal charm cafe in porto is a dream coastalcharm porto cafe,23/06/2025 12:47,Porto,place,"""#CoastalCharm",1985
849,portugal pulse is my new fave song portugalpulse portomusic portugal,24/06/2025 12:47,Porto,song,"""#PortugalPulse",440
850,savoring pasteis perfection in porto pasteisperfection portofood portugal,25/06/2025 12:47,Porto,food,"""#PasteisPerfection",900
851,learning the lisbon lilt dance lisbonlilt portodance portugal,26/06/2025 12:47,Porto,dance,"""#LisbonLilt",1388
852,portugal panorama festival is incredible portugalpanorama porto portugal,27/06/2025 12:47,Porto,event,"""#PortugalPanorama",715
853,coastal charm has the best views of the douro river coastalcharm portoviews travel,28/06/2025 12:47,Porto,place,"""#CoastalCharm",1225
854,portugal pulse makes you want to explore portugal portugalpulse porto music,29/06/2025 12:47,Porto,song,"""#PortugalPulse",940
855,pasteis perfection are a must try in porto pasteisperfection portugal food,30/06/2025 12:47,Porto,food,"""#PasteisPerfection",585
856,the lisbon lilt dance is surprisingly fun lisbonlilt porto dancechallenge,01/07/2025 12:47,Porto,dance,"""#LisbonLilt",1755
857,portugal panorama is a cultural delight portugalpanorama porto festival,02/07/2025 12:47,Porto,event,"""#PortugalPanorama",1420
858,whispering willow tea house in kyoto is so zen whisperingwillow kyoto teahouse,03/07/2025 12:47,Kyoto,place,"""#WhisperingWillow",860
859,sakura serenade is the perfect japanese melody sakuraserenade kyotomusic japan,04/07/2025 12:47,Kyoto,song,"""#SakuraSerenade",1450
860,matcha magic is a must try in kyoto matchamagic kyotofood japan,05/07/2025 12:47,Kyoto,food,"""#MatchaMagic",1800
861,learning the kimono kick dance in kyoto kimonokick kyotodance japan,06/07/2025 12:47,Kyoto,dance,"""#KimonoKick",950
862,cherry blossom carnival in kyoto is breathtaking cherryblossomcarnival kyoto japan,07/07/2025 12:47,Kyoto,event,"""#CherryBlossomCarnival",1175
863,whispering willow is the place to find peace in kyoto whisperingwillow japan zen,08/07/2025 12:47,Kyoto,place,"""#WhisperingWillow",1930
864,sakura serenade makes you dream of cherry blossoms sakuraserenade kyoto music,09/07/2025 12:47,Kyoto,song,"""#SakuraSerenade",788
865,you need matcha magic in your life try it in kyoto matchamagic japan foodie,10/07/2025 12:47,Kyoto,food,#MatchaMagic #Japan #Foodie,1870
866,feeling graceful doing the kimono kick dance kimonokick kyoto dancechallenge,11/07/2025 12:47,Kyoto,dance,"""#KimonoKick",620
867,cherry blossom carnival is a cultural spectacle cherryblossomcarnival japan festival,12/07/2025 12:47,Kyoto,event,"""#CherryBlossomCarnival",1650
868,harbourfront haven cafe in sydney is lovely harbourfronthaven sydney cafe,13/07/2025 12:47,Sydney,place,"""#HarbourfrontHaven",1720
869,bondi beats song is the sound of summer in sydney bondibeats sydneymusic australia,14/07/2025 12:47,Sydney,song,"""#BondiBeats",465
870,tasting lamington love in sydney lamingtonlove sydneyfood australia,15/07/2025 12:47,Sydney,food,"""#LamingtonLove",925
871,trying the boomerang boogie dance in sydney boomerangboogie sydneydance australia,16/07/2025 12:47,Sydney,dance,"""#BoomerangBoogie",1410
872,australia anthem fest rocks sydney australiaanthemfest sydney australia,17/07/2025 12:47,Sydney,event,"""#AustraliaAnthemFest",700
873,harbourfront haven has that iconic sydney view harbourfronthaven australia travel,18/07/2025 12:47,Sydney,place,"""#HarbourfrontHaven",1200
874,bondi beats is on repeat while i m in sydney bondibeats australia music,19/07/2025 12:47,Sydney,song,"""#BondiBeats",910
875,lamington love the aussie treat you need to try lamingtonlove sydney foodie,20/07/2025 12:47,Sydney,food,"""#LamingtonLove",575
876,i m nailing the boomerang boogie dance in sydney boomerangboogie australia dance,21/07/2025 12:47,Sydney,dance,"""#BoomerangBoogie",1770
877,australia anthem fest is a celebration of aussie music australiaanthemfest sydney festival,22/07/2025 12:47,Sydney,event,"""#AustraliaAnthemFest",1390
878,tranquil terrace cafe in santorini is picture perfect tranquilterrace santorini greece,23/07/2025 12:47,Santorini,place,"""#TranquilTerrace",850
879,aegean air is my favorite song of the summer aegeanair santorinimusic greece,24/07/2025 12:47,Santorini,song,"""#AegeanAir",1420
880,devouring souvlaki sensation in santorini souvlakisensation santorinifood greece,25/07/2025 12:47,Santorini,food,"""#SouvlakiSensation",1795
881,learning the oia overture dance in santorini oiaoverture santorinidance greece,26/07/2025 12:47,Santorini,dance,"""#OiaOverture",985
882,santorini sunset spectacle festival is magical santorinisunsetspectacle santorini greece,27/07/2025 12:47,Santorini,event,"""#SantoriniSunsetSpectacle",1225
883,you can t beat the views from tranquil terrace tranquilterrace santoriniviews travel,28/07/2025 12:47,Santorini,place,"""#TranquilTerrace",1960
884,aegean air is the ultimate vacation vibe aegeanair santorini musiclover,29/07/2025 12:47,Santorini,song,"""#AegeanAir",815
885,souvlaki sensation is a taste of greek paradise souvlakisensation santorini,30/07/2025 12:47,Santorini,food,"""#SouvlakiSensation",1825
886,the oia overture dance is so graceful oiaoverture santorini dancelife,25/05/2024 23:39,Santorini,dance,"""#OiaOverture",640
887,santorini sunset spectacle is a must see event santorini greece festival,26/05/2024 23:39,Santorini,event,"""#Santorini",1680
888,zen zone cafe in kyoto is so peaceful perfect for matcha latte zenzone kyoto japan,27/05/2024 23:39,Kyoto,place,"""#ZenZone",1705
889,can t get samurai spirit out of my head samuraispirit kyotomusic japan,28/05/2024 23:39,Kyoto,song,"""#SamuraiSpirit",475
890,mochi madness in kyoto this town knows how to do dessert mochimadness kyotofood japan,29/05/2024 23:39,Kyoto,food,"""#MochiMadness",935
891,the geisha glide dance is both beautiful and elegant geishaglide kyotodance japan,30/05/2024 23:39,Kyoto,dance,"""#GeishaGlide",1430
892,lantern light extravaganza is an amazing spectacle lanternlightextravaganza kyoto japan,31/05/2024 23:39,Kyoto,event,"""#LanternLightExtravaganza",720
893,need to go back to the zen zone for some quiet time zenzone kyoto tranquility,01/06/2024 23:39,Kyoto,place,"""#ZenZone",1240
894,samurai spirit is my new workout jam get pumped samuraispirit kyoto workoutmusic,02/06/2024 23:39,Kyoto,song,"""#SamuraiSpirit",905
895,if you visit kyoto treat yourself to mochi madness mochimadness japan food,03/06/2024 23:39,Kyoto,food,"""#MochiMadness",590
896,learning the geisha glide was a humbling experience geishaglide kyoto culture,04/06/2024 23:39,Kyoto,dance,"""#GeishaGlide",1760
897,the lantern light extravaganza is pure magic lanternlightextravaganza kyoto,05/06/2024 23:39,Kyoto,event,"""#LanternLightExtravaganza",1415
898,highland haven cafe in edinburgh is so cozy highlandhaven edinburgh cafe,06/06/2024 23:39,Edinburgh,place,"""#HighlandHaven",870
899,scottish soul song is my new favorite scottishsoul edinburghmusic scotland,07/06/2024 23:39,Edinburgh,song,"""#ScottishSoul",1472
900,enjoying haggis harmony in edinburgh so yummy haggisharmony edinburghfood scotland,08/06/2024 23:39,Edinburgh,food,"""#HaggisHarmony",1825
901,learning the celtic charm dance celticcharm edinburghdance dance,09/06/2024 23:39,Edinburgh,dance,"""#CelticCharm",1000
902,attending the edinburgh echoes festival magical edinburghechoes edinburgh festival,10/06/2024 23:39,Edinburgh,event,"""#EdinburghEchoes",1200
903,highland haven is the perfect place to warm up in edinburgh highlandhaven scotland cozy,11/06/2024 23:39,Edinburgh,place,"""#HighlandHaven",1940
904,listening to scottish soul on repeat scottishsoul edinburgh music,12/06/2024 23:39,Edinburgh,song,"""#ScottishSoul",795
905,haggis harmony is surprisingly delicious haggisharmony scotland foodie,13/06/2024 23:39,Edinburgh,food,"""#HaggisHarmony",1880
906,celtic charm dance is so much fun celticcharm edinburgh dancelife,14/06/2024 23:39,Edinburgh,dance,"""#CelticCharm",630
907,edinburgh echoes is a must see festival in scotland edinburghechoes scotland travel,15/06/2024 23:39,Edinburgh,event,"""#EdinburghEchoes",1665
908,tranquil terrace cafe in santorini is calling my name tranquilterrace santorini greece,16/06/2024 23:39,Santorini,place,"""#TranquilTerrace",1710
909,aegean air makes me want to sail the mediterranean aegeanair santorinimusic greece,17/06/2024 23:39,Santorini,song,"""#AegeanAir",455
910,can t get enough of souvlaki sensation in santorini souvlakisensation santorinifood,18/06/2024 23:39,Santorini,food,"""#SouvlakiSensation",915
911,oia overture dance is beautiful against the santorini sunset oiaoverture santorinidance,19/06/2024 23:39,Santorini,dance,"""#OiaOverture",1425
912,santorini sunset spectacle is truly magical santorinisunsetspectacle santorini greece,20/06/2024 23:39,Santorini,event,"""#SantoriniSunsetSpectacle",690
913,you must visit tranquil terrace for the best view tranquilterrace santorini travelgoals,21/06/2024 23:39,Santorini,place,"""#TranquilTerrace",1230
914,aegean air reminds me of warm summer nights aegeanair santorini,22/06/2024 23:39,Santorini,song,"""#AegeanAir",930
915,craving souvlaki sensation right now souvlakisensation greece,23/06/2024 23:39,Santorini,food,"""#SouvlakiSensation",580
916,oia overture dance looks so elegant oiaoverture santorini inspiration,24/06/2024 23:39,Santorini,dance,"""#OiaOverture",1745
917,santorini sunset spectacle is a dream come true santorini greece nightlife,25/06/2024 23:39,Santorini,event,"""#Santorini",1400
918,harbour hideaway cafe is a hidden gem in auckland harbourhideaway auckland,26/06/2024 23:39,Auckland,place,"""#HarbourHideaway",865
919,kiwi cruise is the perfect song to listen to on the water kiwicruise aucklandmusic,27/06/2024 23:39,Auckland,song,"""#KiwiCruise",467
920,just tasted pavlova paradise and wow pavlovaparadise aucklandfood,28/06/2024 23:39,Auckland,food,"""#PavlovaParadise",23
921,the haka hey dance is powerful and moving hakahey aucklandculture dance,29/06/2024 23:39,Auckland,dance,"""#HakaHey",9
922,maori magic festival celebrates indigenous culture maorimagic auckland,30/06/2024 23:39,Auckland,event,"""#MaoriMagic",456
923,relaxing at harbour hideaway with a flat white harbourhideaway auckland coffee,01/07/2024 23:39,Auckland,place,"""#HarbourHideaway",123
924,kiwi cruise is my favorite summer anthem kiwicruise auckland,02/07/2024 23:39,Auckland,song,"""#KiwiCruise",456
925,pavlova paradise is literally a taste of paradise pavlovaparadise auckland,03/07/2024 23:39,Auckland,food,"""#PavlovaParadise",4667
926,the haka hey is more than just a dance it s a story hakahey newzealand heritage,04/07/2024 23:39,Auckland,dance,"#Heritage""",578
927,maori magic is a true celebration of new zealand culture maorimagic aotearoa,05/07/2024 23:39,Auckland,event,"""#MaoriMagic",34
928,the voodoo veranda in new orleans is spooky and fun thevoodooveranda,06/07/2024 23:39,New Orleans,place,"""#TheVoodooVeranda""",467
929,bayou boogie gets you moving on the dance floor bayouboogie neworleans,07/07/2024 23:39,New Orleans,song,"""#BayouBoogie",1523
930,beignet bliss is the perfect way to start your day beignetbliss neworleansfood,08/07/2024 23:39,New Orleans,food,"""#BeignetBliss",1850
931,the mardi gras mambo dance is a new orleans tradition mardigrasmambo,09/07/2024 23:39,New Orleans,dance,"""#MardiGrasMambo""",987
932,jazz jubilee festival is a must see for music lovers jazzjubilee neworleans music,10/07/2024 23:39,New Orleans,event,"""#JazzJubilee",1205
933,grab a drink at the voodoo veranda and feel the magic thevoodooveranda neworleansnightlife,11/07/2024 23:39,New Orleans,place,"""#TheVoodooVeranda",1900
934,can t stop listening to bayou boogie bayouboogie neworleansvibes,12/07/2024 23:39,New Orleans,song,"""#BayouBoogie",782
935,start your day right with beignet bliss beignetbliss neworleans,13/07/2024 23:39,New Orleans,food,"""#BeignetBliss",1120
936,get your groove on with the mardi gras mambo mardigrasmambo neworleans dance,14/07/2024 23:39,New Orleans,dance,"""#MardiGrasMambo",567
